variant,vol_target,lev,is_total_pct,is_cagr_pct,is_maxdd_pct,is_sharpe,oos_total_pct,oos_cagr_pct,oos_maxdd_pct,oos_sharpe
reversion_rsi2_30_60_sma200,0.5,1,16.21312713596932,5.1360676282586,-13.372851979925592,0.48385640133539193,-4.563217145925291,-2.6738925699179017,-14.098207872073154,-0.1537580983191788
reversion_rsi2_30_60_sma200,0.5,2,29.477252954786604,8.99280398999358,-25.848455797508173,0.4838564013353804,-20.03061464492214,-12.164920341384677,-33.86740236112462,-0.30688870678928415
reversion_rsi2_30_60_sma200,0.5,3,1.4508985943386454,0.48131253053558254,-54.00015730418932,0.24361940079898362,-41.084828279620965,-26.435888834096254,-55.43348646052457,-0.3822052611164221
reversion_rsi2_30_70_sma100,,1,28.722685822705007,8.780662039957265,-19.5945352444573,0.5222388704447835,-11.970865592333713,-7.131702475642343,-22.891827612412342,-0.28572705461487047
reversion_rsi2_30_70_sma100,,2,47.29260274101061,13.778528349197728,-37.139263347461004,0.522238870444782,-39.20011519933405,-25.079311720872177,-52.74623498814809,-0.4233899247711301
reversion_rsi2_30_70_sma100,,3,36.750914893563944,10.996703333512636,-52.614244505670385,0.4753805633541479,-61.37044533672893,-42.416876830289354,-73.02399157424009,-0.5176545982096866
reversion_rsi2_30_70_sma100,0.5,1,20.401398819909012,6.384211133749607,-13.171132806648167,0.5305559484480078,-10.015834593400374,-5.940380468324758,-19.82692204725678,-0.32698983540892573
reversion_rsi2_30_70_sma100,0.5,2,37.42118357804864,11.177753661090684,-25.578201833455914,0.5305559484480062,-22.237230191271063,-13.579586374702824,-37.772945993920416,-0.32698983540892
reversion_rsi2_30_70_sma100,0.5,3,23.256061750158707,7.218426416818957,-48.44329415485619,0.3860595987973055,-47.62533117463499,-31.291578776359696,-62.064607536158434,-0.45741741237205175
reversion_rsi2_30_70_sma200,,1,22.042775855122088,6.865459881549563,-22.781978187894737,0.4405947965629005,-14.629625159199966,-8.769824252273962,-24.32488370209629,-0.3757227932527848
reversion_rsi2_30_70_sma200,,2,33.292362927698484,10.052967033366379,-42.57942285718165,0.440594796562899,-51.44321011088275,-34.244028912259786,-61.522127411826055,-0.5530187235707532
reversion_rsi2_30_70_sma200,,3,18.958954426856224,5.957665076845209,-59.255840438293376,0.3934659935566506,-70.59014016605599,-50.84430813865792,-78.99181651408082,-0.6289139800660052
reversion_rsi2_30_70_sma200,0.5,1,17.598218816588783,5.552108851154891,-17.079153148811688,0.4817129107545374,-11.072538064229587,-6.5829311813886076,-18.660467884677622,-0.40086306304449637
reversion_rsi2_30_70_sma200,0.5,2,31.453968627723228,9.544665619283998,-32.18625483621097,0.4817129107545483,-31.776478762812754,-19.8996759305909,-42.67746730134826,-0.5033716253308461
reversion_rsi2_30_70_sma200,0.5,3,2.4737208818695677,0.8178663379829088,-59.88542560970562,0.26334530724392397,-55.799410379612404,-37.73459617876933,-65.74164820884374,-0.5518904807754498
reversion_rsi3_10_60_sma100,,1,8.694278758642016,2.8179392172459794,-3.50012742727156,0.5316934506673069,8.244825264828481,4.704654867874591,-3.7877598560689063,0.9288389446663545
reversion_rsi3_10_60_sma100,,2,17.09569183756525,5.401543879764259,-6.96902879070842,0.5316934506672967,16.658157037742562,9.352801452556502,-7.48269211744137,0.9288389446663476
reversion_rsi3_10_60_sma100,,3,25.046490125999554,7.735087505003135,-10.40361950526416,0.5316934506672981,7.654007576475874,4.372643455494862,-22.223468697202087,0.3290258997387801
reversion_rsi3_10_60_sma100,0.5,1,6.6449169680347975,2.16764593073997,-2.5557878123121047,0.5931673665115436,8.267275150872134,4.7172556152541345,-2.1170515412040514,1.1394786968091688
reversion_rsi3_10_60_sma100,0.5,2,13.263889428233355,4.239060952189422,-5.08583742671963,0.5931673665115484,16.88401421510686,9.475606040255435,-4.222094209548988,1.13947869680915
reversion_rsi3_10_60_sma100,0.5,3,19.80550552400553,6.2084144226146165,-7.590153284187995,0.5931673665115427,25.835761765810506,14.265448511657963,-6.315129884826332,1.1394786968091601
